GalaxyID,Class1.1,Class1.2,Class1.3,Categorization
892985,0.082834,0.911254,0.005912,Feature or Disc
893010,0.843387,0.125266,0.031347,Rounded
893011,0.005127,0.991253,0.00362,Feature or Disc
893022,0.821637,0.115606,0.062757,Rounded
893038,0.025,0.975,0,Feature or Disc
893048,0.184783,0.769419,0.045798,Feature or Disc
893063,0.492187,0.484315,0.023497,Rounded
893064,0.776559,0.223441,0,Rounded
893076,0.23849,0.758061,0.00345,Feature or Disc
893085,0.040753,0.959247,0,Feature or Disc
893087,0.675432,0.324568,0,Rounded
893088,0.512385,0.47367,0.013945,Rounded
893094,0.897555,0.046297,0.056148,Rounded
893100,0.80141,0.14081,0.05778,Rounded
893172,0.831716,0.081176,0.087108,Rounded
893173,0.4004,0.502503,0.097097,Feature or Disc
893187,0.223811,0.77328,0.002909,Feature or Disc
893209,0.747534,0.228051,0.024415,Rounded
893210,0.38946,0.567281,0.043259,Feature or Disc
893224,0.848393,0.133162,0.018445,Rounded
893226,0.028922,0.923093,0.047985,Feature or Disc
893231,0.286143,0.713857,0,Feature or Disc
893234,0.623625,0.355132,0.021243,Rounded
893249,0.891892,0.043043,0.065065,Rounded
893291,0.979161,0,0.020839,Rounded
893341,0.609429,0.356241,0.03433,Rounded
893353,0.077164,0.915963,0.006873,Feature or Disc
893367,0.467116,0.509991,0.022893,Feature or Disc
893376,0.467218,0.516139,0.016643,Feature or Disc
893396,0.975268,0,0.024732,Rounded
893401,0.965503,0,0.034497,Rounded
893423,0.017631,0.977553,0.004816,Feature or Disc
893437,0.45493,0.510523,0.034547,Feature or Disc
893451,0.074274,0.846488,0.079238,Feature or Disc
893455,0.393039,0.564431,0.04253,Feature or Disc
893495,0.110306,0.889694,0,Feature or Disc
893500,0.71118,0.256384,0.032436,Rounded
893514,0.464262,0.525144,0.010594,Feature or Disc
893515,0.172066,0.800327,0.027606,Feature or Disc
893560,0,1,0,Feature or Disc
893594,0.396944,0.588851,0.014205,Feature or Disc
893605,0.446036,0.553391,5.72E-04,Feature or Disc
893620,0.373555,0.626445,0,Feature or Disc
893652,0.895,0.026,0.079,Rounded
893653,0.694591,0.283608,0.021802,Rounded
893659,0.661722,0.319254,0.019024,Rounded
893660,0.6344,0.302207,0.063393,Rounded
893677,0.549815,0.384921,0.065264,Rounded
893706,0.812838,0.127577,0.059585,Rounded
893708,0.1231,0.864042,0.012858,Feature or Disc
893714,0.56527,0.418641,0.016089,Rounded
893717,0.142294,0.785317,0.07239,Feature or Disc
893736,0.115352,0.824938,0.05971,Feature or Disc
893740,0.409157,0.590843,0,Feature or Disc
893755,0.09357,0.846067,0.060363,Feature or Disc
893768,0.224722,0.756671,0.018607,Feature or Disc
893799,0.754378,0.221418,0.024205,Rounded
893855,0.016421,0.963254,0.020325,Feature or Disc
893863,0.004073,0.995927,0,Feature or Disc
893904,0.02002,0.95996,0.02002,Feature or Disc
893933,0.091503,0.907702,7.95E-04,Feature or Disc
893937,0.094594,0.901792,0.003615,Feature or Disc
893973,0.536104,0.399729,0.064166,Rounded
893990,0.081356,0.918644,0,Feature or Disc
893995,0.094967,0.897461,0.007572,Feature or Disc
894029,0.768811,0.185812,0.045377,Rounded
894043,0.551609,0.400691,0.047699,Rounded
894090,0.100331,0.899017,6.51E-04,Feature or Disc
894092,0.590015,0.35769,0.052296,Rounded
894114,0.202338,0.77105,0.026612,Feature or Disc
894127,0.690357,0.30861,0.001033,Rounded
894145,0.398336,0.547907,0.053757,Feature or Disc
894146,0.740693,0.259307,0,Rounded
894154,0,0.974,0.026,Feature or Disc
894156,0.952797,0,0.047203,Rounded
894160,0.837167,0.127358,0.035475,Rounded
894169,0.114023,0.877207,0.008769,Feature or Disc
894195,0.752819,0.227614,0.019567,Rounded
894196,0.331252,0.647787,0.020961,Feature or Disc
894206,0.027421,0.972579,0,Feature or Disc
894233,0.650809,0.348425,7.66E-04,Rounded
894237,0.306307,0.693693,0,Feature or Disc
894251,0.67036,0.303416,0.026225,Rounded
894267,0.69059,0.290474,0.018937,Rounded
894288,0.708944,0.273625,0.01743,Rounded
894293,0.131419,0.867687,8.94E-04,Feature or Disc
894347,0.254565,0.734808,0.010628,Feature or Disc
894382,0.068926,0.930651,4.23E-04,Feature or Disc
894389,0.038465,0.957776,0.003759,Feature or Disc
894390,0.267258,0.724744,0.007998,Feature or Disc
894413,0.03017,0.951715,0.018115,Feature or Disc
894447,0.211971,0.784136,0.003893,Feature or Disc
894478,0.343359,0.609644,0.046997,Feature or Disc
894488,0.384165,0.614864,9.71E-04,Feature or Disc
894492,0.342307,0.657693,0,Feature or Disc
894496,0.577584,0.393682,0.028734,Rounded
894549,0.858166,0.124934,0.0169,Rounded
894557,0.061922,0.938078,0,Feature or Disc
894575,0.238419,0.752366,0.009215,Feature or Disc
894605,0.796,0.163,0.041,Rounded
894609,0.098099,0.882653,0.019249,Feature or Disc
894610,0.175033,0.821376,0.00359,Feature or Disc
894612,0.923249,0,0.076751,Rounded
894625,0.163534,0.836466,0,Feature or Disc
894635,0.453429,0.528497,0.018074,Feature or Disc
894639,0.472417,0.505442,0.022141,Feature or Disc
894645,0.405793,0.593621,5.86E-04,Feature or Disc
894689,0,0.998,0.002,Feature or Disc
894704,0.756956,0.219473,0.023571,Rounded
894736,0.977084,0,0.022916,Rounded
894755,0.71334,0.202504,0.084156,Rounded
894772,0.085949,0.906991,0.00706,Feature or Disc
894784,0.915,0.083,0.002,Rounded
894803,0.211291,0.788709,0,Feature or Disc
894804,0.456469,0.52706,0.016471,Feature or Disc
894811,0.865245,0.119305,0.01545,Rounded
894820,0.218561,0.713353,0.068086,Feature or Disc
894858,0.389198,0.601482,0.00932,Feature or Disc
894860,0.83772,0.110244,0.052036,Rounded
894877,0.498677,0.464959,0.036364,Rounded
894888,0.183756,0.816244,0,Feature or Disc
894889,0.361118,0.607299,0.031584,Feature or Disc
894910,0.831471,0.167008,0.001521,Rounded
894931,0.597298,0.376138,0.026563,Rounded
894938,0.079707,0.918783,0.00151,Feature or Disc
894974,0.615454,0.384546,0,Rounded
894985,0.253511,0.746489,0,Feature or Disc
895010,0.825889,0.142744,0.031366,Rounded
895063,0.393122,0.583901,0.022978,Feature or Disc
895106,0.030674,0.968825,5.01E-04,Feature or Disc
895107,0.022517,0.977483,0,Feature or Disc
895125,0.297701,0.702299,0,Feature or Disc
895137,0.322434,0.672881,0.004685,Feature or Disc
895149,0.032941,0.959983,0.007075,Feature or Disc
895170,0.137853,0.860941,0.001206,Feature or Disc
895173,0.451325,0.536361,0.012314,Feature or Disc
895177,0.345969,0.626236,0.027794,Feature or Disc
895199,0.710492,0.23574,0.053768,Rounded
895229,0.602865,0.339991,0.057144,Rounded
895233,0.644366,0.355634,0,Rounded
895300,0.686455,0.313545,0,Rounded
895341,0.451519,0.538692,0.00979,Feature or Disc
895374,0.482015,0.456139,0.061846,Rounded
895378,0.501703,0.498297,0,Rounded
895403,0.483448,0.51622,3.32E-04,Feature or Disc
895425,0.471325,0.496408,0.032267,Feature or Disc
895431,0.800093,0.14608,0.053827,Rounded
895440,0.440572,0.558107,0.001321,Feature or Disc
895469,0.968992,0,0.031008,Rounded
895497,0.416684,0.573293,0.010023,Feature or Disc
895515,0.971791,0.026998,0.001211,Rounded
895532,0.459914,0.494927,0.045159,Feature or Disc
895543,0.617008,0.347309,0.035683,Rounded
895560,0.522623,0.466453,0.010924,Rounded
895565,0.02343,0.969629,0.006941,Feature or Disc
895589,0.067414,0.927128,0.005458,Feature or Disc
895614,1,0,0,Rounded
895718,0.768173,0.199421,0.032406,Rounded
895729,0.649,0.344,0.007,Rounded
895737,0.130518,0.856232,0.013251,Feature or Disc
895741,0.035862,0.964138,0,Feature or Disc
895786,0.161547,0.810811,0.027643,Feature or Disc
895830,0.237389,0.749479,0.013132,Feature or Disc
895835,0.54606,0.408854,0.045087,Rounded
895841,0.927813,0.054319,0.017867,Rounded
895843,0.027441,0.972559,0,Feature or Disc
895846,0.747735,0.252265,0,Rounded
895878,0.018728,0.981272,0,Feature or Disc
895884,0.755787,0.153534,0.090678,Rounded
895892,0.372025,0.627975,0,Feature or Disc
895922,0.486346,0.513654,0,Feature or Disc
895929,0.402644,0.579836,0.01752,Feature or Disc
895934,0.376207,0.623793,0,Feature or Disc
895960,0.591498,0.359871,0.048631,Rounded
895977,0.021,0.973,0.006,Feature or Disc
895996,0.478725,0.49878,0.022495,Feature or Disc
896000,0.797418,0.202582,0,Rounded
896010,0.394097,0.568023,0.03788,Feature or Disc
896016,0.787637,0.212363,0,Rounded
896033,0.604162,0.362796,0.033043,Rounded
896036,0.457931,0.512212,0.029857,Feature or Disc
896039,0.721548,0.222518,0.055934,Rounded
896053,0.836,0.109,0.055,Rounded
896058,0.864,0.045,0.091,Rounded
896082,0.663793,0.306924,0.029283,Rounded
896108,0.178572,0.814407,0.007022,Feature or Disc
896117,0.038918,0.92901,0.032072,Feature or Disc
896118,0.372626,0.608536,0.018838,Feature or Disc
896120,0.847328,0.152672,0,Rounded
896126,0.781328,0.218672,0,Rounded
896152,0.196556,0.787214,0.01623,Feature or Disc
896183,0.470376,0.441816,0.087808,Rounded
896212,0.296827,0.703173,0,Feature or Disc
896213,0.639406,0.320707,0.039886,Rounded
896218,0.885306,0.084249,0.030445,Rounded
896234,0.088206,0.911794,0,Feature or Disc
896247,0.51714,0.473055,0.009805,Rounded
896249,0.681963,0.294332,0.023705,Rounded
896255,0.745229,0.216372,0.038399,Rounded
896265,0.70295,0.212893,0.084157,Rounded
896271,0.655281,0.344719,0,Rounded
896287,0.021254,0.978746,0,Feature or Disc
896323,0.473727,0.455395,0.070878,Rounded
896345,0.020822,0.979178,0,Feature or Disc
896349,0.067,0.933,0,Feature or Disc
896356,0.176938,0.796497,0.026565,Feature or Disc
896365,0.448352,0.526566,0.025082,Feature or Disc
896367,0.911969,0.088031,0,Rounded
896373,0.507219,0.491247,0.001534,Rounded
896397,0.398375,0.599184,0.002441,Feature or Disc
896414,0.65809,0.264962,0.076948,Rounded
896448,0.12795,0.85717,0.01488,Feature or Disc
896473,0.053425,0.946575,0,Feature or Disc
896519,0.480964,0.493703,0.025333,Feature or Disc
896540,0.738264,0.240758,0.020978,Rounded
896541,0.009401,0.987364,0.003235,Feature or Disc
896554,0.065217,0.934783,0,Feature or Disc
896618,0.320893,0.670814,0.008293,Feature or Disc
896634,0.073353,0.926647,0,Feature or Disc
896680,0.489102,0.423429,0.087469,Rounded
896686,0.826859,0.154542,0.018599,Rounded
896687,0.69696,0.162658,0.140382,Rounded
896695,0.707262,0.195004,0.097734,Rounded
896703,0.100469,0.894191,0.00534,Feature or Disc
896711,0,1,0,Feature or Disc
896718,0.062363,0.937637,0,Feature or Disc
896726,0.435233,0.564767,0,Feature or Disc
896764,0.766052,0.161568,0.07238,Rounded
896826,0,1,0,Feature or Disc
896834,0.430457,0.569543,0,Feature or Disc
896835,0.755048,0.243802,0.00115,Rounded
896860,0.005641,0.985364,0.008995,Feature or Disc
896862,0.725723,0.137138,0.137138,Rounded
896872,0.059301,0.93322,0.007479,Feature or Disc
896876,0.15498,0.833121,0.011898,Feature or Disc
896884,0.092148,0.898342,0.00951,Feature or Disc
896897,0.876095,0.123905,0,Rounded
896908,0.217528,0.781402,0.001071,Feature or Disc
896914,0.212186,0.786918,8.96E-04,Feature or Disc
896931,0.795895,0.204105,0,Rounded
896937,0.020667,0.975792,0.003541,Feature or Disc
896943,0.42803,0.571428,5.42E-04,Feature or Disc
896954,0.615789,0.384211,0,Rounded
896982,0.360051,0.62249,0.017459,Feature or Disc
896994,0.239509,0.758705,0.001786,Feature or Disc
897022,0.031288,0.957589,0.011123,Feature or Disc
897028,0.037297,0.94277,0.019933,Feature or Disc
897079,0.142403,0.839647,0.01795,Feature or Disc
897088,0.81162,0.18838,0,Rounded
897100,0.061659,0.926656,0.011685,Feature or Disc
897118,0.963973,0,0.036027,Rounded
897134,0.144879,0.461681,0.39344,Feature or Disc
897144,0,0.970132,0.029868,Feature or Disc
897151,0.83615,0.093596,0.070253,Rounded
897154,1,0,0,Rounded
897189,0.480728,0.46119,0.058083,Rounded
897203,0.227078,0.743424,0.029499,Feature or Disc
897250,0.903686,0.096314,0,Rounded
897252,0.57606,0.399521,0.024418,Rounded
897265,0.08503,0.868908,0.046062,Feature or Disc
897307,0.229994,0.73042,0.039586,Feature or Disc
897336,0.530601,0.415014,0.054385,Rounded
897346,0.243715,0.756285,0,Feature or Disc
897373,0.328011,0.657403,0.014586,Feature or Disc
897387,0.529549,0.470451,0,Rounded
897389,0.428759,0.287793,0.283448,Rounded
897394,0.980203,0,0.019797,Rounded
897413,0.724864,0.275136,0,Rounded
897415,0,1,0,Feature or Disc
897426,0.279615,0.714507,0.005878,Feature or Disc
897453,0.305768,0.693642,5.90E-04,Feature or Disc
897499,0.83049,0.087342,0.082168,Rounded
897505,0.552746,0.42827,0.018984,Rounded
897519,0.482302,0.517698,0,Feature or Disc
897529,0.177308,0.822692,0,Feature or Disc
897559,0.172243,0.827757,0,Feature or Disc
897582,0.558373,0.441627,0,Rounded
897596,0.118194,0.881806,0,Feature or Disc
897603,0.395096,0.603063,0.001842,Feature or Disc
897615,0.874046,0.062977,0.062977,Rounded
897631,0.170799,0.794685,0.034516,Feature or Disc
897648,0.54079,0.408245,0.050965,Rounded
897655,0.741869,0.243857,0.014274,Rounded
897675,0.577438,0.422562,0,Rounded
897678,0.276411,0.722546,0.001042,Feature or Disc
897689,0.155646,0.820853,0.023501,Feature or Disc
897697,0.258274,0.72198,0.019746,Feature or Disc
897701,0.638048,0.361952,0,Rounded
897703,0.005594,0.982015,0.012391,Feature or Disc
897730,0.624376,0.274725,0.100899,Rounded
897735,0.314146,0.685854,0,Feature or Disc
897766,0.941496,0,0.058504,Rounded
897768,0.275372,0.724628,0,Feature or Disc
897790,0.689769,0.291932,0.018299,Rounded
897805,0.320329,0.641817,0.037854,Feature or Disc
897812,0.376949,0.623051,0,Feature or Disc
897813,0.956,0.022,0.022,Rounded
897834,0.113983,0.886017,0,Feature or Disc
897873,0.75,0,0.25,Rounded
897884,0.15605,0.842361,0.001589,Feature or Disc
897891,0.524287,0.434349,0.041364,Rounded
897907,0.092142,0.907858,0,Feature or Disc
897914,0.776604,0.144796,0.078599,Rounded
897924,0.174923,0.801391,0.023686,Feature or Disc
897931,0.286561,0.702111,0.011328,Feature or Disc
897939,0.525245,0.460592,0.014163,Rounded
897944,0.025643,0.969496,0.004861,Feature or Disc
897968,0.067673,0.928664,0.003663,Feature or Disc
898010,0.186605,0.806509,0.006886,Feature or Disc
898051,0.403415,0.596585,0,Feature or Disc
898075,0.248739,0.751261,0,Feature or Disc
898089,0.294366,0.705634,0,Feature or Disc
898102,0.121154,0.871665,0.007182,Feature or Disc
898110,0.682127,0.317873,0,Rounded
898137,0.252104,0.720314,0.027582,Feature or Disc
898145,0.215203,0.77021,0.014587,Feature or Disc
898160,0.490675,0.509325,0,Feature or Disc
898164,0.798322,0.183019,0.018659,Rounded
898195,0.822543,0.114796,0.062661,Rounded
898198,0.34942,0.65058,0,Feature or Disc
898210,0.015697,0.984303,0,Feature or Disc
898223,0.584197,0.379207,0.036596,Rounded
898226,0.030191,0.969809,0,Feature or Disc
898228,0.883711,0.082184,0.034105,Rounded
898239,0.803233,0.177635,0.019132,Rounded
898259,0.640333,0.148026,0.211641,Rounded
898287,0.408925,0.58019,0.010885,Feature or Disc
898310,0.65733,0.34267,0,Rounded
898320,0.188575,0.800912,0.010514,Feature or Disc
898334,0.696077,0.301867,0.002056,Rounded
898342,0.332499,0.644531,0.02297,Feature or Disc
898344,0.902498,0.048522,0.04898,Rounded
898362,0.706556,0.273756,0.019688,Rounded
898364,0,1,0,Feature or Disc
898365,0.857241,0.117675,0.025084,Rounded
898379,0.686835,0.289291,0.023874,Rounded
898390,0.770983,0.138032,0.090985,Rounded
898391,0.464906,0.522466,0.012628,Feature or Disc
898418,0.620515,0.361051,0.018433,Rounded
898427,0.607126,0.392874,0,Rounded
898449,0.5075,0.476227,0.016272,Rounded
898450,0.070718,0.878269,0.051013,Feature or Disc
898468,0.58577,0.41423,0,Rounded
898500,0.434921,0.565079,0,Feature or Disc
898518,0.744352,0.222931,0.032717,Rounded
898545,0.698745,0.288185,0.01307,Rounded
898556,0.464621,0.511964,0.023415,Feature or Disc
898588,0.698738,0.301262,0,Rounded
898608,0.653107,0.32889,0.018003,Rounded
898619,0.019721,0.974905,0.005373,Feature or Disc
898641,0,1,0,Feature or Disc
898644,0.811439,0.142956,0.045606,Rounded
898658,0.312543,0.632484,0.054973,Feature or Disc
898663,0.136159,0.863841,0,Feature or Disc
898695,0.157909,0.842091,0,Feature or Disc
898733,0.305523,0.694477,0,Feature or Disc
898735,0.446525,0.553475,0,Feature or Disc
898745,0.022977,0.974026,0.002997,Feature or Disc
898749,0.468983,0.517103,0.013914,Feature or Disc
898753,0.073672,0.926328,0,Feature or Disc
898758,0.180955,0.804887,0.014159,Feature or Disc
898765,0,1,0,Feature or Disc
898798,0.702956,0.297044,0,Rounded
898808,0.247693,0.751541,7.66E-04,Feature or Disc
898816,0.701032,0.272257,0.026712,Rounded
898841,0.885334,0,0.114666,Rounded
898857,0.397068,0.602932,0,Feature or Disc
898875,0.349558,0.634179,0.016263,Feature or Disc
898907,0.074404,0.919511,0.006085,Feature or Disc
898909,0.869043,0.03947,0.091487,Rounded
898940,0.163,0.837,0,Feature or Disc
898944,0.179127,0.820873,0,Feature or Disc
898950,0.015979,0.979268,0.004754,Feature or Disc
899013,0.039015,0.960985,0,Feature or Disc
899043,0.499401,0.442183,0.058416,Rounded
899046,0.100798,0.899202,0,Feature or Disc
899069,0.1327,0.782329,0.084971,Feature or Disc
899072,0.424741,0.559774,0.015485,Feature or Disc
899128,0.184791,0.815209,0,Feature or Disc
899144,0.646207,0.31253,0.041262,Rounded
899152,0.672691,0.327309,0,Rounded
899154,0.729863,0.270137,0,Rounded
899164,0.194677,0.796535,0.008788,Feature or Disc
899165,0.072062,0.907695,0.020242,Feature or Disc
899176,0.479428,0.520572,0,Feature or Disc
899179,0.1794,0.814038,0.006562,Feature or Disc
899203,0.830737,0.169263,0,Rounded
899237,0.295046,0.704954,0,Feature or Disc
899241,0.724857,0.230223,0.04492,Rounded
899242,0.312901,0.687099,0,Feature or Disc
899248,0.033705,0.792188,0.174107,Feature or Disc
899258,0.7182,0.221639,0.060161,Rounded
899302,0.548905,0.408,0.043095,Rounded
899303,0.658743,0.019394,0.321863,Rounded
899334,0.028846,0.966318,0.004836,Feature or Disc
899344,0.717876,0.252713,0.029412,Rounded
899346,0.869978,0.107244,0.022778,Rounded
899351,0.443736,0.456614,0.09965,Feature or Disc
899381,0.882636,0.117364,0,Rounded
899389,0.333392,0.666608,0,Feature or Disc
899400,0.586072,0.381706,0.032222,Rounded
899406,0.570053,0.404592,0.025355,Rounded
899427,0.030791,0.969209,0,Feature or Disc
899435,0.266718,0.728299,0.004983,Feature or Disc
899464,0.726567,0.222571,0.050861,Rounded
899474,0.13792,0.857445,0.004635,Feature or Disc
899491,0.152711,0.835003,0.012286,Feature or Disc
899502,0.713883,0.251137,0.034979,Rounded
899519,0.419757,0.569126,0.011116,Feature or Disc
899530,0.536159,0.395937,0.067904,Rounded
899546,0.1591,0.819932,0.020968,Feature or Disc
899552,0.101275,0.860115,0.038609,Feature or Disc
899572,0.573314,0.405298,0.021387,Rounded
899591,0.244582,0.755418,0,Feature or Disc
899593,0.786798,0.15784,0.055362,Rounded
899604,0.466411,0.511795,0.021794,Feature or Disc
899632,0.947381,0.02146,0.03116,Rounded
899636,0.175,0.823173,0.001827,Feature or Disc
899675,0.151782,0.837884,0.010335,Feature or Disc
899714,0.320519,0.645589,0.033891,Feature or Disc
899726,0.694156,0.178812,0.127032,Rounded
899728,0.41201,0.557212,0.030778,Feature or Disc
899739,0.360417,0.525772,0.11381,Feature or Disc
899756,0.740418,0.259582,0,Rounded
899761,0.869098,0.128314,0.002588,Rounded
899765,0.603614,0.354743,0.041643,Rounded
899787,0.669506,0.330494,0,Rounded
899788,0.913,0.087,0,Rounded
899791,0.311936,0.618142,0.069922,Feature or Disc
899804,0.050287,0.949713,0,Feature or Disc
899814,0.599607,0.320738,0.079655,Rounded
899816,0.439696,0.547043,0.013262,Feature or Disc
899892,0.989649,0,0.010351,Rounded
899896,0.880895,0.101738,0.017366,Rounded
899903,0.26436,0.73564,0,Feature or Disc
899906,0.859201,0.108535,0.032265,Rounded
899932,0.307247,0.679726,0.013027,Feature or Disc
899958,0.018951,0.978613,0.002436,Feature or Disc
899959,0.509601,0.432543,0.057857,Rounded
899963,0.53817,0.46183,0,Rounded
899969,0.544662,0.448832,0.006506,Rounded
900009,0.697613,0.237051,0.065336,Rounded
900040,0.764885,0.196735,0.03838,Rounded
900051,0.474047,0.493215,0.032738,Feature or Disc
900054,0.893898,0.105019,0.001083,Rounded
900077,0.24892,0.75108,0,Feature or Disc
900078,0.726692,0.228449,0.04486,Rounded
900085,0.581265,0.399661,0.019074,Rounded
900102,0.03484,0.944544,0.020616,Feature or Disc
900124,0.937421,0.062579,0,Rounded
900125,0.656111,0.343889,0,Rounded
900136,0.710313,0.276724,0.012963,Rounded
900172,0.637112,0.324731,0.038157,Rounded
900180,0.683863,0.281998,0.034139,Rounded
900201,0.163995,0.828691,0.007315,Feature or Disc
900224,0.673666,0.201883,0.124451,Rounded
900230,0.698395,0.242728,0.058877,Rounded
900237,0.136242,0.859203,0.004555,Feature or Disc
900309,0.631409,0.334747,0.033844,Rounded
900317,0.212071,0.779003,0.008927,Feature or Disc
900341,0.600317,0.371914,0.027769,Rounded
900371,0.443966,0.556034,0,Feature or Disc
900375,0.348068,0.637698,0.014234,Feature or Disc
900395,0.077353,0.922271,3.76E-04,Feature or Disc
900407,0.883779,0.08117,0.035051,Rounded
900444,0.121881,0.654109,0.224009,Feature or Disc
900451,0.55713,0.433921,0.008949,Rounded
900459,0.209152,0.779239,0.011608,Feature or Disc
900494,0.654777,0.330655,0.014568,Rounded
900541,0.282478,0.706824,0.010698,Feature or Disc
900545,0.019463,0.959837,0.0207,Feature or Disc
900591,0.084072,0.88196,0.033968,Feature or Disc
900614,0.177839,0.814857,0.007304,Feature or Disc
900618,0.418385,0.566072,0.015543,Feature or Disc
900621,0.194984,0.805016,0,Feature or Disc
900657,0.901,0.05,0.049,Rounded
900666,0.772294,0.227706,0,Rounded
900696,0.172635,0.808755,0.01861,Feature or Disc
900699,0.220634,0.763287,0.016078,Feature or Disc
900704,0.598525,0.37212,0.029355,Rounded
900708,0.960996,0,0.039004,Rounded
900723,0.512292,0.397905,0.089802,Rounded
900727,0.457761,0.472537,0.069703,Feature or Disc
900762,0.93025,0.06975,0,Rounded
900769,0.198316,0.684736,0.116947,Feature or Disc
900777,0.495854,0.456431,0.047715,Rounded
900781,0.676943,0.287301,0.035757,Rounded
900784,0.362962,0.622439,0.014599,Feature or Disc
900787,0.175262,0.824738,0,Feature or Disc
900797,0.674338,0.280377,0.045285,Rounded
900836,0.894019,0.064966,0.041016,Rounded
900837,0.741301,0.145294,0.113405,Rounded
900842,0.392513,0.59244,0.015047,Feature or Disc
900877,0.762637,0.215394,0.021969,Rounded
900891,0.290595,0.667517,0.041887,Feature or Disc
900923,0.210126,0.737757,0.052117,Feature or Disc
900950,0.68143,0.31857,0,Rounded
900983,0.110484,0.889516,0,Feature or Disc
900987,0.624408,0.375592,0,Rounded
900991,0.141081,0.80232,0.056599,Feature or Disc
901020,0.608912,0.391088,0,Rounded
901040,0.874135,0.125865,0,Rounded
901044,0.057737,0.896282,0.045981,Feature or Disc
901066,0.17223,0.82185,0.00592,Feature or Disc
901090,0.897296,0.050345,0.052359,Rounded
901104,0.756,0.133,0.111,Rounded
901108,0,0.974592,0.025408,Feature or Disc
901110,0.554622,0.352841,0.092537,Rounded
901133,0.894933,0.084465,0.020601,Rounded
901143,0.344851,0.654438,7.11E-04,Feature or Disc
901163,0.614534,0.368862,0.016604,Rounded
901179,0.224948,0.759236,0.015816,Feature or Disc
901193,0.344909,0.655091,0,Feature or Disc
901200,0.921518,0.078482,0,Rounded
901247,0.639319,0.312568,0.048113,Rounded
901262,0.015141,0.984519,3.40E-04,Feature or Disc
901275,0.29212,0.702811,0.005068,Feature or Disc
901283,0.078389,0.905781,0.015831,Feature or Disc
901290,0.751672,0.227296,0.021032,Rounded
901308,0.726,0.198,0.076,Rounded
901325,0.490289,0.509711,0,Feature or Disc
901330,0.171371,0.826637,0.001991,Feature or Disc
901334,0.333589,0.646907,0.019504,Feature or Disc
901350,0.896513,0.061899,0.041588,Rounded
901356,0.342899,0.648753,0.008348,Feature or Disc
901372,0.206231,0.792951,8.18E-04,Feature or Disc
901377,0.044,0.956,0,Feature or Disc
901387,0.159606,0.819627,0.020767,Feature or Disc
901394,0.008548,0.977834,0.013618,Feature or Disc
901413,0.854548,0.065278,0.080174,Rounded
901431,0.333884,0.666116,0,Feature or Disc
901437,0.343887,0.637187,0.018926,Feature or Disc
901438,0.109266,0.879301,0.011433,Feature or Disc
901458,0.296275,0.694801,0.008923,Feature or Disc
901463,0.204504,0.766781,0.028715,Feature or Disc
901470,0.97733,0,0.02267,Rounded
901484,0.834835,0.149455,0.01571,Rounded
901490,0.52647,0.449481,0.024049,Rounded
901491,0.894565,0.105435,0,Rounded
901508,0.115206,0.884794,0,Feature or Disc
901510,0.556358,0.422027,0.021615,Rounded
901533,0.625,0.29904,0.07596,Rounded
901542,0.296513,0.680549,0.022937,Feature or Disc
901559,0.312231,0.60698,0.080789,Feature or Disc
901577,0.36183,0.619509,0.018661,Feature or Disc
901581,0.029,0.971,0,Feature or Disc
901592,0.159493,0.840507,0,Feature or Disc
901598,0.841155,0.108468,0.050377,Rounded
901601,0.465092,0.514734,0.020174,Feature or Disc
901604,0.120904,0.879096,0,Feature or Disc
901615,0.867,0.089,0.044,Rounded
901621,0.511713,0.456236,0.032051,Rounded
901626,0.58,0.116,0.304,Rounded
901635,0.594153,0.362035,0.043812,Rounded
901650,0.703153,0.157692,0.139155,Rounded
901659,0.010832,0.989168,0,Feature or Disc
901660,0.880074,0.096892,0.023034,Rounded
901664,0.527725,0.472275,0,Rounded
901667,0.263592,0.735193,0.001215,Feature or Disc
901674,0,1,0,Feature or Disc
901689,0.42458,0.559913,0.015507,Feature or Disc
901718,0,1,0,Feature or Disc
901740,0.262947,0.697344,0.03971,Feature or Disc
901743,0.035174,0.964826,0,Feature or Disc
901802,0.379027,0.602881,0.018093,Feature or Disc
901821,0.771306,0.140044,0.08865,Rounded
901842,0.144641,0.854658,7.01E-04,Feature or Disc
901854,0.807474,0.168236,0.024291,Rounded
901873,0.117628,0.882372,0,Feature or Disc
901883,0.327,0.314,0.359,Rounded
901899,0.302616,0.659485,0.037899,Feature or Disc
901900,0.509375,0.4878,0.002824,Rounded
901911,0.397236,0.526687,0.076077,Feature or Disc
901954,0.795,0.159,0.046,Rounded
901955,0.205236,0.794764,0,Feature or Disc
901958,0.549585,0.353193,0.097221,Rounded
901960,0.374,0.623,0.003,Feature or Disc
901973,0.491859,0.508141,0,Feature or Disc
901988,0.408793,0.577418,0.013789,Feature or Disc
901993,0.083089,0.916911,0,Feature or Disc
902012,0.386835,0.575006,0.038159,Feature or Disc
902031,0.357149,0.642851,0,Feature or Disc
902060,0.774345,0.183273,0.042382,Rounded
902065,0.451946,0.548054,0,Feature or Disc
902077,0.087105,0.912895,0,Feature or Disc
902085,0.9,0.05,0.05,Rounded
902086,0.766,0.191,0.043,Rounded
902091,0.045689,0.954311,0,Feature or Disc
902108,0.628153,0.249443,0.122405,Rounded
902112,0.936,0.021,0.043,Rounded
902145,0.438561,0.536521,0.024918,Feature or Disc
